lemma-2019_01_31-15_44_11	151643	1386.16161775589	Case:0.864100	Case-support:74365	Case:0.801900	Case-support:3302	Case:0.727600	Case-support:28843	Deg:0.947900	Deg-support:74365	Deg:0.872200	Deg-support:3302	Deg:0.864100	Deg-support:13000	Mood:0.953800	Mood-support:74365	Mood:0.860700	Mood-support:3302	Mood:0.795300	Mood-support:7210	Numb:0.932400	Numb-support:74365	Numb:0.888200	Numb-support:3302	Numb:0.832800	Numb-support:16967	Person:0.980500	Person-support:74365	Person:0.951200	Person-support:3302	Person:0.871800	Person-support:5522	Tense:0.960400	Tense-support:74365	Tense:0.861600	Tense-support:3302	Tense:0.856900	Tense-support:7001	Voice:0.960400	Voice-support:74365	Voice:0.864600	Voice-support:3302	Voice:0.864200	Voice-support:5956	lemma:0.003300	lemma-support:74365	lemma:0.011500	lemma-support:3302	lemma:0.008400	lemma-support:24336	lemma:0.000000	lemma-support:74101	pos:0.912100	pos-support:74365	pos:0.839500	pos-support:3302	pos:0.856200	pos-support:26500
lemma-2019_02_01-04_48_47	155846	45952.3881752491	Case:0.922100	Case-support:74365	Case:0.871300	Case-support:3302	Case:0.833700	Case-support:28843	Deg:0.978900	Deg-support:74365	Deg:0.927900	Deg-support:3302	Deg:0.914700	Deg-support:13000	Mood:0.981400	Mood-support:74365	Mood:0.932200	Mood-support:3302	Mood:0.874500	Mood-support:7210	Numb:0.972100	Numb-support:74365	Numb:0.935200	Numb-support:3302	Numb:0.907200	Numb-support:16967	Person:0.991500	Person-support:74365	Person:0.975200	Person-support:3302	Person:0.920900	Person-support:5522	Tense:0.985800	Tense-support:74365	Tense:0.941200	Tense-support:3302	Tense:0.908900	Tense-support:7001	Voice:0.990500	Voice-support:74365	Voice:0.946400	Voice-support:3302	Voice:0.934200	Voice-support:5956	lemma:0.969200	lemma-support:74365	lemma:0.828600	lemma-support:3302	lemma:0.939700	lemma-support:24336	lemma:0.524700	lemma-support:587	pos:0.963100	pos-support:74365	pos:0.911000	pos-support:3302	pos:0.918500	pos-support:26500
