Lemma	POS	Description
atriensis2	24	
atrium	12	
atrocitas	13	
atrociter	60	
atrox	25	
attagen	13	
Attalicus	21	
Attalus	12	
attamen	60	
attegia	11	
attempero	51	
attendo	53	
attente	6&	
attento	51	 (pas de Sous-lemme)
attentus1	14	
attentus2	21	 Attentif; Soigneux
attenuatus	21	
attenuo	51	
attero	53	
attexo	53	
Attica	11	
atticus_C	12	
attineo	52	 (pas de Sous-lemme)
attingo	53	
Attis	17	
attollo	53	
attondeo	52	
attonitus1	14	
attonitus2	21	
attono	51	
attractio	13	
attractus	21	
attraho	53	
attrecto	51	
attribuo	53	
attritus1	14	
attritus2	21	 Usé (Pr. et Fig.)
Attus	12	
auara	11	
auare	60	
auariter	60	
auaritia	11	
auarities	15	
auarus1	12	
auarus2	21	
auceps	13	
aucte	6&	
auctificus	21	
auctio	13	
auctionarius	21	
auctionor	5J	
auctito	51	
aucto	51	
auctor	13	
auctoramentum	12	
auctoritas	13	
auctoro	51	
auctumnus1	12	
auctus1	14	
auctus2	21	 (Uniquement Comparatif et Superlatif)
aucupium	12	
aucupo	51	
aucupor	5J	
audacia	11	
audaciter	60	
audax	25	
audens	25	
audenter	6&	
audentia	11	
audeo	55	
audiens	25	
audio	54	
auditio	13	
auditor	13	
auditorium	12	
auditum	12	
auditus	14	
aue	90	
aueho	53	
auello	53	
auena	11	
auentinusin	12	 =Vir
Auentinus2	16	 =Collis
aueo	52	
Auernus	21	
auerro	53	 (Uniquement forme AVERRERVNT)
auerrunco	51	
auersabilis	24	
auersatio	13	
auersio	13	
auersor1	13	
auersor2	5J	
auersum	12	 (Employé dans les locutions avec prép. (Sg.);Sous-entendu LOCA (PI.)
auersus	21	 Qui fait volte face; Irrité; Adversaire
auerto	53	
aufero	56	
aufugio	55	
augeo	52	
augesco	53	
augmen	13	
augur	13	
augurale	13	 =INSIGNIBVS AVGVR VM
auguralis	24	
auguratus	14	
augurium	12	
auguror	5J	
augustain	11	 =MVLIER
Augusta2	11	 =VRBS
auguste	60	
augustus	21	
augustus_C	12	
Augustus	21	
auia	11	
auiarium	12	
auide	60	
auiditas	13	
auidus	21	
auis	13	
auitus	21	
auium	12	
auius	21	
aula1	11	 La Cour
aula2	11	 La Marmite
aulaeum	12	
Aulus	12	
auocamentum	12	
auocatio	13	
auoco	51	
auolo2	51	
aura	11	
auraria	11	
auratus	21	
Aurelius	12	
aureolus	21	
aureus1	12	 La Monnaie d'or
aureus2	21	
auricilla	11	
auricomus	21	
auricula	11	
aurifer	21	
auriferus	21	
aurifex	13	
auriga	11	
aurion	60	
auripigmentum	12	
auris	13	
auritus	21	
auro	51	
aurora	11	
aurum	12	
Aurunci	12	
Auruncus	21	
auscultatio	13	
ausculto	51	
auspex	13	
auspicatus1	14	
auspicatus2	21	 =AVGVRATVS CONSECRAT VS
auspicium	12	
auspico	51	
auspicor	5J	
auster	12	
austeritas	13	
austerus	21	
australis	24	
austrinus	21	
ausum	12	 Acte audacieux (lemme spécial dans Forcellini)
aut	81	
autem	81	
autionor	5J	
automatopoeetus	21	
autumnalis	24	
autumnitas	13	
autumnus1	12	
autumnus2	21	
autumo	51	
auunculus	12	
auus	12	
auxiliares	13	 Les Troupes auxiliaires
auxiliarii	12	 (sous-entendu MILITES)
auxiliaris	24	
auxiliarius	21	
auxiliator	13	
auxiliatus	14	
auxilior	5J	
auxilium	12	
axiculus	12	
axis	13	
axon	17	
babylonicum	12	
bacca	11	
baccar	13	
baccatus	21	
baccha	17	
bacchabundus	21	
bacchanal	13	
bacchanalia	16	
bacchatio	13	
bacchor	5J	
Bacchus	12	
baccifer	21	
bacillum	12	
baculum	12	
baculus	12	
Baiae	11	
balaena	11	
balanatus	21	
balantes	13	
balanus	12	
balatro	13	
balatus	14	
balbe	60	
balbus	21	
Balbus	12	
balbutio	54	
Baleares	13	
balineae	11	
balineum	12	
ballista	11	
balnearia	12	
balnearius	21	
balneator	13	
balneolum	12	
balneum	16	
balo	51	
balsamum	12	
balteum	12	
balteus	12	
baptizo	51	
barathrum	12	
barba	11	
barbare	60	
barbaria	11	
barbaricus	21	
barbarismus	12	
barbarus1	12	
barbarus2	21	
barbatus2	21	
barbiger	21	
barbiton	17	
barbitos	17	
barditus	14	
Bariobal	17	
baris	17	
baro	13	
barrus	12	
barulcos	27	
barycephalus	21	
bascauda	11	
basiatio	13	
basilica	11	
Basiliscus	12	
basio	51	
basis	17	
basium	12	
baubor	5J	
beate	60	
beatulus	21	
beatum	12	 =BEATITAS (Uniquement Sg.)
beatus	21	
bellator	13	
bellatrix	13	
belle	60	
bellicosus	21	
bellicum	12	
bellicus	21	
belliger	21	
belligero	51	
bello	51	
Bellona	11	
bellua	11	
bellum	12	
belluosus	21	
bellus	21	
belua	11	
bene	60	
benedico2	53	 (forme en 1 ou 2 mots)
benedictum	12	 (forme en 1 ou 2 mots;Sg.,Pl.)
benefacio	55	 (forme en 1 ou 2 mots)
benefactum	12	 (forme en 1 ou 2 mots;Uniquement Sg.)
beneficentia	11	
beneficiarius1	12	
beneficiarius2	21	
beneficium	12	
beneficus	21	
Beneuentanus	21	
Beneuentum	12	
beneuole	60	
beneuolens	25	 (forme en 1 ou 2 mots)
beneuolentia	11	
beneuolus	21	
benigne	60	
benignitas	13	
benignus	21	
beo	51	
beryllus	12	
bes	16	
bestia	11	
bestiarius1	12	 Le Bestiaire
bestiarius2	21	
bestiola	11	
beta1	11	
biberarius	12	
bibliotheca	11	
bibo1	13	
bibo2	53	
bibulus	21	
Bibulus	12	
biceps	25	
bicolor	25	
bicornes	13	
bicornis	24	
bidens1	13	
bidens2	25	
bidental	13	
Bidini	12	
Bidinus	21	
Bidis	13	
biduum	12	
biennis	24	
biennium	12	
bifarius	21	
bifer	21	
biforis	24	
biformis	24	
biga	11	
bigatus	21	
biiugi	12	
biiugis	24	
biiugus	21	
bilibris	24	
bilinguis	24	
bilis	13	
bilustris	24	
bimaris	24	
bimembres	13	 Les centaures
bimembris	24	
bimestris	24	
bimulus	21	
bimus	21	
binoctium	12	
binus	33	
bipalium	12	
bipartior	5M	
bipartitio	13	
bipartito	60	
bipatens	25	
bipedalis	24	
bipennis1	13	 La Hache
bipennis2	24	
bipes1	13	
bipes2	25	
biremis1	13	
biremis2	24	
bis	36	
bison	17	
bisulcus	21	
Bithynia	11	
bitumen	13	
bituminosus	21	
biugus	21	
biuium	12	
blaesus	21	
blande	60	
blandiloquentia	11	
blandiloquus	21	
blandimentum	12	
blandior	5M	
blanditia	11	
blandus	21	
blatero	51	
blatta	11	
blattarius	21	
boarius	21	
Boeotia	11	
Boeotii	12	
Boethus	12	
boletatio	13	
boletus	12	
bombus	12	
bombycinus	21	
bombyx	13	
boni	12	 Les hommes de bien
bonitas	13	
bonum	12	
bonus	21	
Bonus	21	
boo	51	
boreas	17	
bos	13	
botularius	12	
braca	11	
bracatus	21	
brachiolum	12	
brachium	12	
bractea	11	
bracteatus	21	
bracteola	11	
brassica	11	
breue1	13	 Sg. dans IN BREVE;Endroits ou l'on peut passer à gué (PI.)
breue2	60	
breui	60	
breuiarium	12	
breuis	24	
breuitas	13	
breuiter	60	
Britannia	11	
Britannus	21	
Brocchus	12	
bruma	11	
brumalis	24	
Brundisium	12	
brutesco	53	
brutus	21	
Brutus	12	
bubile	13	
bubo	13	
bubula	11	
bubulcus	12	
bubulus	21	
bucca	11	
buccula	11	
bucerius	21	
bucerus	21	
bucina	11	
bucinator	13	
bucula	11	
bufo	13	
bulbus	12	
Bulbus	12	
bulla	11	
bullatus	21	
bullio	54	
bullitus	14	
bullo	51	
bumastus	12	
buris	13	
Burrus	12	
Busiris	13	
bustuarius1	12	
bustuarius2	21	
bustum	12	
Buthrotum	17	 également forme BVTRHOTOS
buxifer	21	
buxum	12	
buxus	12	
Byzantii	12	
Byzantium	12	
caballus	12	
cachinno1	13	
cachinno2	51	
cachinnus	12	
caco	51	
cacoethes	13	
cacumen	13	
Cacurius	12	
Cacus	12	
cadauer	13	
Cadmea	11	
cadmus	12	
cado	53	
caduceator	13	
caduceum	12	
caduceus	12	
caducifer	21	
caducum	12	
caducus	21	
cadurcum	12	
cadus	12	
caecigenus	21	
Caecilius	12	
caecitas	13	
caeco	51	
caecus	21	
caedes	13	
Caedicius	12	
caedo	53	
caeduus	21	
caelator	13	
caelatura	11	
caelebs	25	
caeles1	13	 =DEVS
caeles2	25	
caelestes	13	
caelestia	13	
caelestis	24	
caeli	12	 =CAELVM 1
caelibatus	14	
caelicola	11	
caelifer	21	
caelites	13	
Caelius	12	
caelo	51	
caelum1	12	 Le Ciel
caelum2	12	 Le Ciseau
caementicius	21	
caementum	12	
Caeninenses	13	
Caeninus	21	
Caeno	13	
caenosus	21	
caenum	12	
caepa	17	
Caepio	13	
Caere	16	
caerimonia	11	
caerula	12	
caeruleum	12	 La Peinture bleue
caeruleus	21	
Caesar	13	
caesaries	15	
Caesetius	12	
caesius	21	
Caesius	12	
Caeso	13	
Caesonius	12	
caespes	13	
caestus	14	
Calacte	17	
Calactini	12	
Calactinus	21	
calamister	12	
calamitas	13	
calamitosus	21	
calamus	12	
calathiscus	12	
calathus	12	
calcar	13	
calcarius1	12	
calcarius2	21	
calcatura	11	
calceamentum	12	
calceo	51	
calceus	12	
calco	51	
calculosus	21	
calculus	12	
calda	11	
caldarium	12	
caldarius	21	
calefacio	55	
calefacto	51	
calefio	56	
Calenus	12	
caleo	52	 (pas de Sous-lemme)
calesco	53	 (pas de Parfait)
caliculus	12	
calida	11	
Calidianus	21	
Calidius	12	
calidus	21	
caliendrum	12	
caliga	11	
caligatus	21	
caliginosus	21	
caligo1	13	
caligo2	51	
calix	13	
calleo	52	
Callidama	17	
callide	60	
calliditas	13	
callidus	21	
callis	13	
callisco	53	
callosus	21	
callum	12	 CALO 1
calo2	51	
calor	13	
Calpurnius	12	
caltha	11	
caluaria1	11	 Le Crâne
caluaria2	11	 Poisson
caluitium	12	
calumnia	11	
calumniator	13	
calumnior	5J	
caluus	21	
calx1	13	 Le Talon
calx2	13	 La Chaux
camelus	12	
camena	11	
Camenae	11	
camera	11	
Cameria	11	
caminus	12	
cammarus	12	
Campania	11	
campester	23	
campestre	13	
campestria	13	
campus1	12	 La Plaine
campus2	12	 L'hippocampe
Campus	12	 Le Champ de Mars
camurus	21	
canaliculus	12	
canalis1	13	
canalis2	24	
cancellus	12	
cancer	16	
candela	11	
candelabrum	12	
candens	25	 Brillant, Eclatant
candentia	11	
candeo	52	 (pas de Parfait)
candesco	53	
candidatus1	12	
candidatus2u	21	êtu de blanc
candidulus	21	
candidus	21	
candor	13	
caneo	52	
Canephora	17	
canesco	53	
cani	12	 Les Cheveux blancs
canicula	11	
canidia	11	
caninus	21	
canis	13	
canistra	12	
canistrum	12	
canities	15	
canna	11	
cannabis	16	
Cannensis	24	
cannula	11	
cano	53	
canon	17	
canonicus1	12	
canonicus2	21	
canor	13	
canorus	21	
cantabri	12	
canterius	12	
cantharus	12	
canthus	12	
canticum	12	
cantilena	11	
cantio	13	
cantito	51	 =DEI =RES CAELESTES ;CORPORA CAELESTIA
canto	51	
cantor	13	
cantus	14	
Canuleianus	21	
Canuleius	12	
canus	21	
capacitas	13	
capax	25	
capeduncula	11	
capella	11	
Capena	11	
Capenas	25	
caper	12	
capesso	53	
Capetus	12	
capillamentum	12	
capillatus	21	
capillus	12	
capio1	13	
capio2	55	
capistro	51	
capistrum	12	
capital	13	
capitalis	24	
capitatio	13	
capitatus	21	
Capitinus	21	
capito	13	
Capitolinus	21	
Capitolinus	21	
Capitolium	12	
capitulum	12	
Cappadocia	11	
capra	11	
Capra	11	
caprea	11	
capreolus	12	
caprificus	12	
caprigenus	21	
caprile	13	
caprimulgus	12	
caprinus	21	
capripes	25	
capsa	11	
capsula	11	
capsus	12	
captatio	13	
captator	13	
captio	13	
captiosus	21	
captiua	11	
captiuitas	13	
captiuus1	12	
captiuus2	21	
capto	51	
captura	11	
captus	14	
capulator	13	
capulus	12	
caput	13	
Capys	17	
carbasa	12	
carbaseus	21	
carbasus1	12	 Le Lin
carbasus2	21	 =CARBASINVS
carbo	13	
Carbo	13	
carbunculus	12	
carcer	13	
carchesium	12	
carcinoma	17	
cardiacus1	12	 Celui qui souffre de festomac
cardiacus2	21	 Rrelatif à l'estomac
cardinalis	24	
cardinatus	21	
cardo	13	
carduus	12	
care	60	
carectum	12	
careo	52	
carex	13	
carica	11	
caries	15	
carina	11	
cariosus	21	
caritas	13	
carmen1	13	 Le Chant
carmen2	13	 La Carde
Carmentalis	24	
Carmentis	16	
carmo	13	
carnarium	12	
carnifex	13	
carnificina	11	
carnifico	51	
caro1	13	
caro2	53	
carpatina	11	
carpentum	12	
Carpinatius	12	
carpinus	12	
carpo	53	
carptim	60	
carptor	13	
carrum	12	
carrus	12	 (Var. CARRVM)
Carthaginienses	13	
Carthaginiensis	24	
Carthago	13	
carus	21	
caryatis	17	
casa	11	
caseum	12	
caseus	12	
casia	11	
Cassianus	21	
cassida	11	
cassis1	13	 (Génitif CASSIDIS)
cassis2	13	 (Génitif CASSIS)
Cassius	21	
Cassius	12	
cassum	12	 (Uniquement au Sg. dans les locutions avec Prép.)
cassus	21	
castanea	11	
castaneus	21	
caste	60	
castellani	12	
castellanus1	12	
castellanus2	21	
castellarius	12	
castellum	12	
castificus	21	
castigatio	13	
castigator	13	
castigatus	21	
castigo	51	
castimonia	11	
castitas	13	
castor	17	
Castor	17	
castoreum	12	
Castoreus	21	
castra1	11	
castra2	12	
castrensis	24	
Castricius	12	
castro	51	
castrum	12	 =CASTRA 2
castus1	14	
castus2	21	
casu	60	
casula	11	
casus	14	
catagraphus	21	
cataphractus	12	
cataplasma	17	
cataplexis	13	
catapulta	11	
cataracta	11	
catascopus	12	
catasta	11	
catatexitechnos	27	
catatonus	21	
catechon	57	
catella	11	
catellus	12	
catena	11	
catenarius	21	
catenatio	13	
cateno	51	
caterua	11	
cateruatim	60	
cathedra	11	
cathedrarius	21	
cathetus	17	
Catilina	11	
catillus	12	
Catina	11	
Catinenses	13	
Catinensis	24	
catinus	12	
catlaster	12	
Cato	13	
catulus	12	
Catulus	12	
catus	21	
cauatus	21	
cauda	11	
caudex	13	
caudicarius	21	
cauea	11	
caueo	52	
cauerna	11	
cauillatio	13	
cauillator	13	
cauillor	5J	
caula	11	
cauliculus	12	
caulis	13	
cauo1	51	
cauo2	53	 =CAVEO
caupo	13	
caupona	11	
cauponor	5J	
caurus	12	
causa	11	
causarius	21	
causidicus	12	
causor	5J	
causula	11	
caute	60	
cautes	13	
cautio	13	
cautus	21	
cauum	12	 =LOCVS CAVVS (Sg.,Pl.)
cauus1	12	 =LOCVS CAVVS (Sg.,Pl.)
cauus2	21	
cedo1	53	
cedo2	90	
cedrium	12	
cedrus	12	
celatum	12	 Le Secret
celeber	23	
celebratio	13	
celebratus	21	 Fréquenté; Célèbre
celebritas	13	
celebriter	60	
celebro	51	
celer	23	
celeripes	25	
celeritas	13	
celeriter	60	
celero	51	
cella	11	
cellarius1	12	
cellarius2	21	 (rare)
cello	53	 (Uniquement en Composition)
cellula	11	
celo	51	 (pas de Sous-lemme)
celsus	21	
cena	11	
cenaculum	12	
cenatio	13	
cendo	53	 (Uniquement en Composition)
ceno	51	
censeo	52	
censor	13	
censorius1	12	 =HOMO CENSORIVS
censorius2	21	
censura	11	
census	14	
centaureum	12	
centaurus	12	
centenarius	21	
centenus	33	
centesima	11	
centesimus	32	
centiceps	25	
centies	36	
centimanus	21	
cento	13	
centrum	12	
centum	31	
centumgeminus	21	
centumpondium	12	
centumuir	12	
centumuiralis	24	
centunculus	12	
centuria	11	
centuriatim	60	
centuriatus1	14	
centuriatus2	21	
centurio1	13	
centurio2	51	 (pas de Sous-lemme)
centurionatus	14	
Centuripini	12	
Centuripinus	21	
centussis	13	
cenula	11	
Cephaloeditani	12	
Cephaloeditanus	21	
Cephaloedium	12	
cepto	51	 (Uniquement en Composition)
cera	11	
cerarium	12	
cerastes	17	
cerasum	12	
cerasus	12	
Cerberus	12	
Cercei	12	
cercopithecus	12	
cerdo	13	
cerealis	24	
cerebrosus	21	
cerebrum	12	
Ceres	13	
cereus1	12	 La Chandelle
cereus2	21	
cerintha	17	
cerno	53	
cernulo	51	
cero	51	
ceroma	13	
ceromaticus	21	
cerpo	53	 (Uniquement en Composition)
cerritus	21	
cerrus	12	
certamen	13	
certatim	60	
certatio	13	
certe	60	
certo1	51	
certo2	60	
certum1	12	 (Uniquement au Sg.)
certum2	60	
certus	21	
cerua	11	
ceruical	13	
ceruicula	11	
ceruinus	21	
Ceruius	12	
ceruix	13	
cerussa	11	
ceruus	12	
ceryx	13	
cessator	13	
cessim	60	
cesso	51	
Cetarini	12	
cetarium	12	
cetarius1	12	
cetarius2	21	
cetera1	12	
cetera2	60	
ceteri	12	 Les Autres
ceterum1	12	 (Uniquement au Sg. dans les locutions avec Prép.)
ceterum2	60	
ceterus	21	
cetos	17	
cetra	11	
cetrati	12	
cetratus	21	
cetus	12	
ceu1	66	
ceu2	82	 Code de subordination identique à CEV 1
ceueo	52	
chaere	90	
chalcidicum	12	
chalybs	13	
chaos	17	
chara	11	
characterismus	17	
Charidemus	12	
Charinus	12	
charis	17	
charta	11	
Charybdis	17	
cheirotometos	27	
chele	17	
chelidon	17	
Chelidon	17	
chelonium	12	
chelydrus	12	
chelys	17	
cheragra	11	
Chersonesus	12	 également forme CHERSONENSVS
chiliarches	11	
Chilo	13	
chiragra	11	
chirographum	12	
chironomon	17	
Chius	21	
Chius	17	
chlamydatus	21	
chlamys	17	
Chlorus	12	
choo	51	 (Uniquement en Composition)
choragium	12	
choraules	17	
chorda	11	
chordus	21	
chorea	11	
chorobates	17	
chorographia	11	
chorus	12	
chria	17	
christianus1	12	
christianus2	21	
chroma	17	
chromatice	17	
chromaticos	27	
Chrysas	17	
chrysocolla	11	
Chrysogonus	12	
chrysolithus	12	
cibarium	12	
cibarius	21	
cibatus	14	
ciborium	12	
cibus	12	
Cibyra	11	
Cibyrata	11	
Cibyraticus	21	
cicada	11	
cicatricosus	21	
cicatrix	13	
cicer	13	
Cicero	13	
cichorium	12	
ciconia	11	
cicur	25	
cicuta	11	
cidaris	13	
cido1	53	 (CADO en Composition)
cido2	53	 (CAEDO en Composition)
cieo	52	
Cilices	13	
Cilicia	11	
cilicium	12	
cilio	51	 (Uniquement en Composition)
cimex	13	
cinaedus1	12	
cinaedus2	21	
cincinnus	12	
cinefactus	21	
cinerarius1	12	
cinerarius2	21	 (rare)
cinesis	17	
cingo	53	
cingula	11	
cingulum	12	
ciniflo	13	
cinis	13	
Cinna	11	
cinnamum	17	
cinno	51	 (Uniquement en Composition)
cinnus	12	
cino	53	 (Uniquement en Composition)
cio	54	 (Uniquement pour les formes de la 4ème Conj.)
cipio	55	 (Uniquement en Composition)
cippus	12	
circa1	60	
circa2	70	
Circe	17	
circenses	13	 (Sous-entendu LUDI)
circensis	24	
circinatio	13	
circino	51	
circinus	12	
circiter1	60	
circiter2	70	
circito1	5J	
circuitio	13	
circuitus	14	
circularis	24	
circulator	13	
circulor	5J	
circulus	12	
circum1	60	
circum2	70	
circumactio	13	
circumactus	14	
circumago	53	
circumamplector	5L	 (forme en 1 ou 2 mots)
circumcaesura	11	
circumcidaneus	21	
circumcido2	53	 (dérivé de CAEDO)
circumcingo	53	
circumcirca	60	
circumcisus	21	 Concis, Bref
circumcludo	53	
circumcolo2	53	 (pas de Temps Primitifs)
circumcurro	53	
circumcurso	51	
circumdo	51	 (forme en 1 ou 2 mots)
circumduco	53	 (forme en 1 ou 2 mots)
circumductio	13	
circumeo1	56	
circumfero	56	
circumfigo	53	
circumflecto	53	
circumflo	51	
circumfluo	53	
circumfluus	21	
circumfodio	55	
circumfremo	53	
circumfrico	51	
circumfundo2	53	 (forme en 1 ou 2 mots)
circumgemo	53	
circumgredior	5N	
circumiaceo	52	
circumicio	55	
circumlatio	13	
circumlatro	51	
circumlego2	53	 (pas de Temps Primitifs)
circumleuigo	51	
circumleuo1	51	 (pas de Temps Primitifs)
circumligo2	51	
circumlino	53	
circumlitio	13	
circumloquor	5L	
circumlucens	25	
circummetio	54	
circummitto	53	
circummugio	54	 (forme en 1 ou 2 mots)
circummunio2	54	
circummunitio	13	
circumpendeo	52	 (pas de Temps Primitifs)
circumplecto	53	
circumplector	5L	
circumplumbo	51	
circumpono	53	
circumquaque	60	
circumretio	54	
circumrodo	53	
circumsaepio	54	 (forme en 1 ou 2 mots)
circumscindo	53	
circumscribo	53	
circumscriptio	13	
circumscriptor	13	
circumseco	51	
circumsedeo	52	 (-SEDI, -SESSVM)
circumsero3	53	 Semer;(pas de Temps Primitifs)
circumsessio	13	
circumsido	53	 (-SEDI, pas de Supin)
circumsilio	54	
circumsisto	53	
circumsono1	51	
circumsonus	21	
circumspecte	6&	
circumspecto	51	 (forme en 1 ou 2 mots)
circumspectus1	14	
circumspectus2	21	 =SPECTABILIS
circumspicio	55	
circumsto	51	 (forme en 1 ou 2 mots)
circumstrepo	53	
circumtendo	53	 (pas de Parfait)
circumteneo	52	 (pas de Temps Primitifs)
circumtergeo	52	
circumtero	53	
circumtexo	53	
circumtondeo	52	
circumtono	51	
circumuado2	53	
circumuagor2	5J	
circumuagus	21	
circumuallo	51	
circumuecto	51	 (pas de Temps Primitifs)
circumuector	5J	 (pas de Temps Primitifs)
circumuehor	5L	 (forme en 1 ou 2 mots)
circumuenio	54	
circumuerro	53	 (pas de Parfait)
circumuerso	51	 (pas de Temps Primitifs)
circumuerto	53	 (pas de Temps Primitifs)
circumuolito	51	
circumuolo2	51	
circumuoluo	53	
circus	12	
cirrati	12	
cirrus	12	
cis	70	
cisium	12	
cista	11	
cisterna	11	
cisterninus	21	
citatim	60	
citatus	21	 = VEHEMENTER MOT VS ;CELER
cite	6&	
citer	21	
citeria	11	
citerior	26	
cithara	11	
citharista	11	
citharoedus	12	
cito1	51	
cito2	60	
citra1	60	
citra2	70	
citreus	21	
citro	60	
citrum	12	
citrus	12	
citus	21	
ciuica	11	
ciuicus	21	
ciuilis	24	 (pas de Sous-lemme)
ciuiliter	60	
ciuis	13	
ciuitas	13	
clades	13	
clam1	60	
clam2	70	
clamito	51	
clamo	51	
clamor	13	
clamosus	21	
clanculum	60	
clandestinus	21	 (pas de Sous-lemme)
clangor	13	
clare	60	
clareo	52	
claresco	53	 (pas de Parfait)
claricito	51	
clarigo	51	
clarisonus	21	
claritas	13	
claritudo	13	
claro	51	
clarus	21	
classiarii	12	 =QVI IN CLASSE PVGNANT
classiarius	21	
classici	12	 Les soldats de la flotte
classicum	12	 Le Son de la trompette, La Trompette
classicus1	12	 Celui qui appelle les citoyens aux comices
classicus2	21	
classis	13	
clathratus	21	
clathri	12	
claua	11	
claudico	51	
Claudius	21	
Claudius	12	
claudo1	53	 Fermer
claudo2	53	 Boiter
claudus	21	
clauicula	11	
clauis	13	
claustrum	12	
clausula	11	
clausum	12	 La Fermeture, La Porte
Clausus	12	
clauulus	12	
clauus	12	
clemens	25	
clementer	60	
clementia	11	
Cleomenes	17	
clepo	53	
clepsydra	11	
cliens	13	
clienta	11	
clientela	11	
clientulus	12	
clima	17	
Climachias	17	
climacis	17	
clinamen	13	
clino	51	
clipeatus	12	
clipeo	51	
clipeus	12	
clitellae	11	
clitellarius	21	
cliua	12	 =CLIVVS (Nom., Voc., Ace. Pl.)
cliuosus	21	
cliuus	12	
cloaca	11	
Clodius	12	
Cloelia	11	
Cloelius	21	
Cloelius	12	
cludo	53	 (Uniquement en Composition)
clueo	52	
clunis	13	
Clupea	16	(Sg. 11 ;P1. 12)
Clusinus	21	
cnemis	17	
Cnidii	12	
cnodax	17	
coaceruatio	13	
coaceruo	51	
coacta	12	
coacto	51	
coactor	13	
coactus	14	
coaddo	53	
coaedifico	51	
coaequo	51	
coagmentatio	13	
coagmento	51	
coagmentum	12	
coagulo	51	
coagulum	12	
coalesco	53	
coangusto	51	
coarctatio	13	
coarcto	51	
coareo	52	
coarguo	53	
coartatio	13	
coarto	51	
coaxatio	13	
coaxo	51	
Cocceius	12	
coccinus	21	
coccum	12	
cochlea	11	
Cocles	13	
coctilis	24	
coctio	13	
coctura	11	
cocturnix	13	
coculum	12	
codex	13	
codicillus	12	
coelia	17	
coeliacus	21	
Coelius	12	
coemo	53	
coeo1	56	
coepio	55	 (pas de Sous-lemme COEPTVS Adj.)
coepto	51	
coeptum	12	 =PRINCIPIVM
coeptus	14	
coerceo	52	
coercitio	13	
coetus	14	
cogitabilis	24	
cogitatio	13	
cogitatum	12	
cogito	51	
cognatio	13	
cognatus1	12	
cognatus2	21	
cognitio	13	
cognitor	13	
cognitus1	14	
cognitus2	21	 Connu (Employé absolument ou avec le Datif)
cognobilis	24	
cognomen	13	
cognomentum	12	
cognosco	53	
cogo	53	
cohaerentia	11	
cohaereo	52	
cohaeresco	53	
coheres	13	
cohibeo	52	
cohonesto	51	
cohors	13	
cohortatio	13	
cohortor	5J	
Coi	12	
coicio	55	
coinquino	51	
coitus	14	
colaphus	12	
collabefacio	55	
collabefio	56	
collabor2	5L	
collacteus	21	
collaeuo	51	
Collatia	11	
collaticius	21	
Collatini	12	
Collatinus	21	
Collatinus	12	
collatio	13	
collatro	51	
collatus	14	
collaudo	51	
collaxo	51	
collectio	13	
collectus1	14	
collectus2	21	 =CONTRACTVS, BREVIS
collega	11	
collegium	12	
colleuo2	51	 également forme COLLAEVO
collibertus	12	
collibet	52	
collibro	51	
colliciae	11	
colliciaris	24	
collido	53	
colligo2	51	
colligo3	53	
collino	53	
Collinus	21	
colliquiaria	12	
collis	13	
collocatio	13	
colloco	51	 (pas de Sous-lemme)
colloquium	12	
colloquor	5L	
colluceo	52	
colluco	51	
colluctatio	13	
colluctor	5J	
colludo	53	
collum	12	
colluo	53	
collus	12	
collusio	13	
collusor	13	
collustro2	51	
colluuies	15	
colluuio	13	
collybus	12	
collyrium	12	
colo1	51	
colo2	53	
colocasium	12	
colocyntha	11	
coloephium	12	
colonia	11	
colonus1	12	 Le Cultivateur;L'habitant
colonus2	21	 propre à la culture
color	13	
coloratus	21	 Coloré (Au propre);=FVCATVS (Terme de rhétorique)
coloro	51	
colossicus	2G	
colossus	12	
coluber	12	
colubra	11	
colum	12	
columba	11	
columbarium	12	
columbinus	21	
columbor	5J	
columbus	12	
columella	11	
columen	13	
columna	11	
columnarium	12	
columnatus	21	
colurnus	21	
colus	16	
coma	11	
comans	25	 Lemme spécial dans Forcellini
comatus	21	
combibo1	13	
combibo2	53	
comburo	53	
comedo1	13	
comedo2	56	
comes	13	
cometes	17	
comice	60	
comicus1	12	 =HISTRIO
comicus2	21	
Cominius	12	
cominus	60	
comis	24	
comissabundus	21	
comissatio	13	
comissor	5J	
comitas	13	
comitatus1	14	
comitatus2	21	 Accompagné
comiter	60	
comitia	12	
comitialis1	13	 L'épileptique
comitialis2	24	
comitiatus	14	
